None,A,C,E+F+G,E+F,E+G,F+G,ignore,ignore,ignore,perfect
0.181818,0.190476,0.190476,0.200000,0.190476,0.200000,0.200000,-1.000000,-1.000000,-1.000000,0.200000
0.294118,0.322581,0.333333,0.333333,0.333333,0.333333,0.333333,-1.000000,-1.000000,-1.000000,0.333333
0.325000,0.310345,0.250000,0.250000,0.250000,0.250000,0.250000,-1.000000,-1.000000,-1.000000,0.250000
0.222222,0.250000,0.230769,0.250000,0.250000,0.250000,0.250000,-1.000000,-1.000000,-1.000000,0.260870
0.355556,0.368421,0.300000,0.300000,0.300000,0.300000,0.300000,-1.000000,-1.000000,-1.000000,0.300000
0.300000,0.291667,0.333333,0.291667,0.320000,0.291667,0.291667,-1.000000,-1.000000,-1.000000,0.304348
0.285714,0.290323,0.269231,0.260870,0.260870,0.260870,0.260870,-1.000000,-1.000000,-1.000000,0.260870
0.173913,0.190476,0.210526,0.210526,0.210526,0.210526,0.210526,-1.000000,-1.000000,-1.000000,0.210526
0.340909,0.371429,0.382353,0.409091,0.434783,0.409091,0.434783,-1.000000,-1.000000,-1.000000,0.380952
0.250000,0.259259,0.269231,0.272727,0.272727,0.272727,0.272727,-1.000000,-1.000000,-1.000000,0.272727
0.314286,0.296296,0.307692,0.320000,0.320000,0.320000,0.320000,-1.000000,-1.000000,-1.000000,0.333333
0.403846,0.439024,0.483871,0.500000,0.483871,0.500000,0.500000,-1.000000,-1.000000,-1.000000,0.481481
0.258065,0.269231,0.304348,0.304348,0.304348,0.304348,0.304348,-1.000000,-1.000000,-1.000000,0.304348
0.185185,0.181818,0.222222,0.222222,0.222222,0.222222,0.222222,-1.000000,-1.000000,-1.000000,0.222222
0.315789,0.324324,0.384615,0.384615,0.384615,0.384615,0.384615,-1.000000,-1.000000,-1.000000,0.384615
0.150000,0.142857,0.142857,0.142857,0.142857,0.142857,0.142857,-1.000000,-1.000000,-1.000000,0.157895
0.192308,0.200000,0.181818,0.181818,0.181818,0.181818,0.181818,-1.000000,-1.000000,-1.000000,0.181818
0.281250,0.290323,0.272727,0.272727,0.272727,0.272727,0.272727,-1.000000,-1.000000,-1.000000,0.272727
0.380000,0.372549,0.409091,0.428571,0.428571,0.444444,0.428571,-1.000000,-1.000000,-1.000000,0.428571
0.381818,0.333333,0.385965,0.363636,0.363636,0.363636,0.363636,-1.000000,-1.000000,-1.000000,0.363636
0.259259,0.269231,0.250000,0.250000,0.250000,0.250000,0.250000,-1.000000,-1.000000,-1.000000,0.250000
0.285714,0.294118,0.250000,0.250000,0.250000,0.250000,0.250000,-1.000000,-1.000000,-1.000000,0.250000
0.357143,0.393939,0.406250,0.406250,0.406250,0.406250,0.406250,-1.000000,-1.000000,-1.000000,0.406250
0.333333,0.323529,0.250000,0.250000,0.250000,0.250000,0.250000,-1.000000,-1.000000,-1.000000,0.250000
0.305556,0.314286,0.384615,0.384615,0.392857,0.392857,0.392857,-1.000000,-1.000000,-1.000000,0.384615
0.300000,0.315789,0.321429,0.333333,0.333333,0.333333,0.333333,-1.000000,-1.000000,-1.000000,0.333333
0.250000,0.285714,0.307692,0.320000,0.320000,0.320000,0.320000,-1.000000,-1.000000,-1.000000,0.320000
0.297297,0.238095,0.263158,0.263158,0.263158,0.263158,0.263158,-1.000000,-1.000000,-1.000000,0.263158
0.130435,0.105263,0.117647,0.117647,0.117647,0.117647,0.117647,-1.000000,-1.000000,-1.000000,0.117647
0.341463,0.352941,0.379310,0.357143,0.357143,0.379310,0.357143,-1.000000,-1.000000,-1.000000,0.384615
0.379310,0.342105,0.300000,0.300000,0.300000,0.333333,0.333333,-1.000000,-1.000000,-1.000000,0.300000
0.277778,0.285714,0.291667,0.291667,0.291667,0.291667,0.291667,-1.000000,-1.000000,-1.000000,0.291667
0.206897,0.200000,0.210526,0.210526,0.210526,0.210526,0.210526,-1.000000,-1.000000,-1.000000,0.210526
0.136364,0.150000,0.142857,0.142857,0.142857,0.142857,0.142857,-1.000000,-1.000000,-1.000000,0.157895
0.370370,0.395833,0.380952,0.416667,0.416667,0.416667,0.416667,-1.000000,-1.000000,-1.000000,0.416667
0.214286,0.250000,0.260870,0.260870,0.260870,0.260870,0.260870,-1.000000,-1.000000,-1.000000,0.260870
0.315789,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,-1.000000,-1.000000,-1.000000,0.363636
0.303030,0.344828,0.285714,0.285714,0.285714,0.285714,0.285714,-1.000000,-1.000000,-1.000000,0.285714
0.357143,0.375000,0.441176,0.441176,0.441176,0.441176,0.441176,-1.000000,-1.000000,-1.000000,0.441176
0.258065,0.208333,0.227273,0.238095,0.227273,0.238095,0.238095,-1.000000,-1.000000,-1.000000,0.210526
0.315789,0.333333,0.357143,0.357143,0.357143,0.357143,0.357143,-1.000000,-1.000000,-1.000000,0.357143
0.160000,0.157895,0.157895,0.157895,0.157895,0.157895,0.157895,-1.000000,-1.000000,-1.000000,0.157895
0.360000,0.360000,0.361111,0.360000,0.360000,0.346154,0.360000,-1.000000,-1.000000,-1.000000,0.360000
0.264706,0.269231,0.272727,0.272727,0.272727,0.272727,0.272727,-1.000000,-1.000000,-1.000000,0.272727
0.431034,0.442308,0.462963,0.448980,0.448980,0.448980,0.448980,-1.000000,-1.000000,-1.000000,0.448980
0.241379,0.181818,0.181818,0.181818,0.181818,0.181818,0.181818,-1.000000,-1.000000,-1.000000,0.181818
0.266667,0.275862,0.307692,0.291667,0.291667,0.291667,0.291667,-1.000000,-1.000000,-1.000000,0.291667
0.314286,0.343750,0.250000,0.272727,0.250000,0.272727,0.272727,-1.000000,-1.000000,-1.000000,0.300000
0.258065,0.217391,0.217391,0.238095,0.238095,0.238095,0.238095,-1.000000,-1.000000,-1.000000,0.238095
0.160000,0.153846,0.111111,0.111111,0.111111,0.111111,0.111111,-1.000000,-1.000000,-1.000000,0.111111
0.388889,0.404762,0.406250,0.433333,0.433333,0.433333,0.433333,-1.000000,-1.000000,-1.000000,0.433333
0.391304,0.382979,0.379310,0.392857,0.379310,0.392857,0.392857,-1.000000,-1.000000,-1.000000,0.370370
0.281250,0.285714,0.296296,0.347826,0.333333,0.347826,0.347826,-1.000000,-1.000000,-1.000000,0.347826
0.346939,0.354167,0.392857,0.392857,0.392857,0.406250,0.406250,-1.000000,-1.000000,-1.000000,0.392857
0.225806,0.217391,0.210526,0.210526,0.210526,0.210526,0.210526,-1.000000,-1.000000,-1.000000,0.210526
0.400000,0.388889,0.378378,0.407407,0.407407,0.407407,0.407407,-1.000000,-1.000000,-1.000000,0.407407
0.354167,0.342857,0.360000,0.380952,0.380952,0.360000,0.360000,-1.000000,-1.000000,-1.000000,0.380952
0.347826,0.400000,0.379310,0.379310,0.379310,0.379310,0.379310,-1.000000,-1.000000,-1.000000,0.379310
0.297297,0.314286,0.343750,0.333333,0.322581,0.333333,0.333333,-1.000000,-1.000000,-1.000000,0.333333
0.385965,0.400000,0.405405,0.416667,0.416667,0.405405,0.405405,-1.000000,-1.000000,-1.000000,0.428571
0.192308,0.150000,0.166667,0.166667,0.166667,0.166667,0.166667,-1.000000,-1.000000,-1.000000,0.166667
0.325000,0.344828,0.333333,0.333333,0.333333,0.333333,0.333333,-1.000000,-1.000000,-1.000000,0.333333
0.285714,0.303030,0.312500,0.312500,0.312500,0.312500,0.312500,-1.000000,-1.000000,-1.000000,0.312500
0.324324,0.333333,0.333333,0.346154,0.346154,0.346154,0.346154,-1.000000,-1.000000,-1.000000,0.320000
0.325000,0.387097,0.357143,0.346154,0.346154,0.346154,0.346154,-1.000000,-1.000000,-1.000000,0.346154
0.416667,0.423729,0.433333,0.407407,0.407407,0.407407,0.407407,-1.000000,-1.000000,-1.000000,0.407407
0.361702,0.377778,0.444444,0.391304,0.391304,0.444444,0.444444,-1.000000,-1.000000,-1.000000,0.391304
0.136364,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,-1.000000,-1.000000,-1.000000,0.166667
0.282051,0.289474,0.240000,0.240000,0.240000,0.240000,0.240000,-1.000000,-1.000000,-1.000000,0.240000
0.241379,0.250000,0.238095,0.263158,0.263158,0.250000,0.263158,-1.000000,-1.000000,-1.000000,0.263158
0.314286,0.305556,0.333333,0.304348,0.291667,0.304348,0.304348,-1.000000,-1.000000,-1.000000,0.304348
0.385965,0.310345,0.300000,0.300000,0.300000,0.300000,0.300000,-1.000000,-1.000000,-1.000000,0.300000
0.166667,0.181818,0.200000,0.200000,0.200000,0.200000,0.200000,-1.000000,-1.000000,-1.000000,0.200000
0.340426,0.181818,0.181818,0.181818,0.181818,0.181818,0.181818,-1.000000,-1.000000,-1.000000,0.181818
0.264706,0.208333,0.200000,0.200000,0.200000,0.200000,0.200000,-1.000000,-1.000000,-1.000000,0.200000
0.214286,0.222222,0.111111,0.111111,0.111111,0.111111,0.111111,-1.000000,-1.000000,-1.000000,0.111111
0.233333,0.166667,0.150000,0.150000,0.150000,0.150000,0.150000,-1.000000,-1.000000,-1.000000,0.166667
-1.000000,0.490196,0.500000,0.500000,0.500000,0.500000,0.500000,-1.000000,-1.000000,-1.000000,0.500000
0.333333,0.281250,0.300000,0.346154,0.346154,0.346154,0.346154,-1.000000,-1.000000,-1.000000,0.346154
0.290323,0.300000,0.290323,0.300000,0.300000,0.300000,0.300000,-1.000000,-1.000000,-1.000000,0.321429
0.214286,0.190476,0.200000,0.210526,0.210526,0.210526,0.210526,-1.000000,-1.000000,-1.000000,0.210526
0.166667,0.150000,0.157895,0.157895,0.157895,0.157895,0.157895,-1.000000,-1.000000,-1.000000,0.157895
0.277778,0.294118,0.303030,0.360000,0.360000,0.346154,0.360000,-1.000000,-1.000000,-1.000000,0.360000
0.095238,0.105263,0.105263,0.105263,0.105263,0.105263,0.105263,-1.000000,-1.000000,-1.000000,0.105263
0.333333,0.333333,0.375000,0.413793,0.413793,0.413793,0.413793,-1.000000,-1.000000,-1.000000,0.413793
0.363636,0.368421,0.363636,0.363636,0.363636,0.363636,0.363636,-1.000000,-1.000000,-1.000000,0.363636
0.281250,0.260870,0.260870,0.260870,0.260870,0.260870,0.260870,-1.000000,-1.000000,-1.000000,0.260870
0.257143,0.258065,0.238095,0.238095,0.238095,0.238095,0.238095,-1.000000,-1.000000,-1.000000,0.238095
0.396226,0.381818,0.403846,0.444444,0.444444,0.432432,0.432432,-1.000000,-1.000000,-1.000000,0.444444
0.258065,0.275862,0.291667,0.291667,0.291667,0.291667,0.291667,-1.000000,-1.000000,-1.000000,0.291667
0.250000,0.259259,0.304348,0.285714,0.272727,0.285714,0.285714,-1.000000,-1.000000,-1.000000,0.285714
0.341463,0.363636,0.346154,0.291667,0.346154,0.291667,0.291667,-1.000000,-1.000000,-1.000000,0.318182
0.395833,0.416667,0.380952,0.380952,0.380952,0.380952,0.380952,-1.000000,-1.000000,-1.000000,0.380952
0.185185,0.208333,0.166667,0.166667,0.166667,0.166667,0.166667,-1.000000,-1.000000,-1.000000,0.166667
0.266667,0.280000,0.250000,0.272727,0.260870,0.272727,0.272727,-1.000000,-1.000000,-1.000000,0.272727
0.258065,0.296296,0.291667,0.263158,0.300000,0.263158,0.263158,-1.000000,-1.000000,-1.000000,0.263158
0.214286,0.250000,0.238095,0.238095,0.238095,0.227273,0.227273,-1.000000,-1.000000,-1.000000,0.210526
0.317073,0.250000,0.222222,0.222222,0.222222,0.222222,0.222222,-1.000000,-1.000000,-1.000000,0.222222
0.392157,0.439024,0.459459,0.484848,0.484848,0.447368,0.447368,-1.000000,-1.000000,-1.000000,0.500000
0.222222,0.111111,0.111111,0.111111,0.111111,0.111111,0.111111,-1.000000,-1.000000,-1.000000,0.111111
0.372093,0.441176,0.394737,0.416667,0.394737,0.416667,0.416667,-1.000000,-1.000000,-1.000000,0.448276
0.363636,0.322581,0.346154,0.346154,0.346154,0.346154,0.346154,-1.000000,-1.000000,-1.000000,0.346154
0.214286,0.214286,0.142857,0.157895,0.150000,0.157895,0.157895,-1.000000,-1.000000,-1.000000,0.157895
0.333333,0.350000,0.321429,0.320000,0.346154,0.320000,0.320000,-1.000000,-1.000000,-1.000000,0.320000
0.192308,0.200000,0.222222,0.222222,0.222222,0.222222,0.222222,-1.000000,-1.000000,-1.000000,0.222222
0.258065,0.266667,0.291667,0.291667,0.291667,0.291667,0.291667,-1.000000,-1.000000,-1.000000,0.291667
0.377778,0.416667,0.411765,0.411765,0.411765,0.411765,0.411765,-1.000000,-1.000000,-1.000000,0.411765
0.222222,0.240000,0.285714,0.285714,0.285714,0.285714,0.285714,-1.000000,-1.000000,-1.000000,0.285714
0.222222,0.222222,0.260870,0.260870,0.260870,0.260870,0.260870,-1.000000,-1.000000,-1.000000,0.238095
0.272727,0.181818,0.190476,0.190476,0.190476,0.190476,0.190476,-1.000000,-1.000000,-1.000000,0.190476
0.160000,0.150000,0.150000,0.150000,0.150000,0.150000,0.150000,-1.000000,-1.000000,-1.000000,0.150000
0.333333,0.368421,0.354839,0.384615,0.344828,0.384615,0.384615,-1.000000,-1.000000,-1.000000,0.375000
0.333333,0.375000,0.333333,0.346154,0.333333,0.346154,0.346154,-1.000000,-1.000000,-1.000000,0.375000
0.185185,0.208333,0.208333,0.208333,0.208333,0.208333,0.208333,-1.000000,-1.000000,-1.000000,0.208333
0.160000,0.150000,0.150000,0.150000,0.150000,0.150000,0.150000,-1.000000,-1.000000,-1.000000,0.150000
0.222222,0.230769,0.240000,0.240000,0.240000,0.240000,0.240000,-1.000000,-1.000000,-1.000000,0.240000
0.214286,0.217391,0.238095,0.238095,0.238095,0.238095,0.238095,-1.000000,-1.000000,-1.000000,0.238095
0.142857,0.150000,0.157895,0.157895,0.157895,0.157895,0.157895,-1.000000,-1.000000,-1.000000,0.157895
0.281250,0.260870,0.272727,0.272727,0.272727,0.272727,0.272727,-1.000000,-1.000000,-1.000000,0.272727
0.281250,0.281250,0.300000,0.346154,0.310345,0.346154,0.346154,-1.000000,-1.000000,-1.000000,0.333333
0.325000,0.230769,0.240000,0.260870,0.260870,0.260870,0.260870,-1.000000,-1.000000,-1.000000,0.260870
0.160000,0.157895,0.157895,0.157895,0.157895,0.157895,0.157895,-1.000000,-1.000000,-1.000000,0.157895
0.281250,0.321429,0.296296,0.320000,0.296296,0.320000,0.320000,-1.000000,-1.000000,-1.000000,0.363636
0.206897,0.208333,0.208333,0.210526,0.200000,0.210526,0.210526,-1.000000,-1.000000,-1.000000,0.210526
0.372549,0.390244,0.382979,0.441176,0.405405,0.441176,0.441176,-1.000000,-1.000000,-1.000000,0.464286
0.317073,0.200000,0.166667,0.166667,0.166667,0.166667,0.166667,-1.000000,-1.000000,-1.000000,0.166667
0.377358,0.414634,0.377778,0.466667,0.466667,0.451613,0.466667,-1.000000,-1.000000,-1.000000,0.466667
0.341463,0.388889,0.368421,0.448276,0.419355,0.448276,0.448276,-1.000000,-1.000000,-1.000000,0.444444
0.396226,0.431818,0.457143,0.444444,0.457143,0.444444,0.444444,-1.000000,-1.000000,-1.000000,0.440000
0.380000,0.333333,0.321429,0.285714,0.318182,0.285714,0.285714,-1.000000,-1.000000,-1.000000,0.285714
0.206897,0.222222,0.250000,0.250000,0.250000,0.250000,0.250000,-1.000000,-1.000000,-1.000000,0.250000
0.225806,0.241379,0.212121,0.260870,0.260870,0.260870,0.260870,-1.000000,-1.000000,-1.000000,0.272727
0.324324,0.333333,0.366667,0.366667,0.366667,0.366667,0.366667,-1.000000,-1.000000,-1.000000,0.357143
0.354167,0.323529,0.333333,0.370370,0.357143,0.370370,0.370370,-1.000000,-1.000000,-1.000000,0.370370
0.325000,0.296296,0.322581,0.333333,0.333333,0.320000,0.320000,-1.000000,-1.000000,-1.000000,0.333333
0.303030,0.304348,0.304348,0.304348,0.304348,0.304348,0.304348,-1.000000,-1.000000,-1.000000,0.304348
0.264706,0.241379,0.263158,0.263158,0.263158,0.263158,0.263158,-1.000000,-1.000000,-1.000000,0.263158
0.312500,0.217391,0.238095,0.238095,0.238095,0.238095,0.238095,-1.000000,-1.000000,-1.000000,0.238095
0.370370,0.259259,0.285714,0.272727,0.272727,0.272727,0.272727,-1.000000,-1.000000,-1.000000,0.272727
0.281250,0.307692,0.307692,0.307692,0.307692,0.307692,0.307692,-1.000000,-1.000000,-1.000000,0.307692
0.352941,0.368421,0.371429,0.371429,0.371429,0.371429,0.371429,-1.000000,-1.000000,-1.000000,0.371429
0.333333,0.315789,0.291667,0.318182,0.318182,0.304348,0.318182,-1.000000,-1.000000,-1.000000,0.318182
0.314286,0.314286,0.333333,0.392857,0.392857,0.392857,0.392857,-1.000000,-1.000000,-1.000000,0.409091
0.230769,0.260870,0.272727,0.272727,0.272727,0.272727,0.272727,-1.000000,-1.000000,-1.000000,0.272727
0.233333,0.269231,0.200000,0.200000,0.200000,0.200000,0.200000,-1.000000,-1.000000,-1.000000,0.200000
0.222222,0.227273,0.217391,0.217391,0.217391,0.217391,0.217391,-1.000000,-1.000000,-1.000000,0.227273
0.281250,0.291667,0.272727,0.272727,0.272727,0.272727,0.272727,-1.000000,-1.000000,-1.000000,0.272727
0.233333,0.230769,0.250000,0.250000,0.250000,0.250000,0.250000,-1.000000,-1.000000,-1.000000,0.250000
0.281250,0.280000,0.280000,0.280000,0.280000,0.280000,0.280000,-1.000000,-1.000000,-1.000000,0.280000
0.266667,0.280000,0.280000,0.280000,0.280000,0.280000,0.280000,-1.000000,-1.000000,-1.000000,0.280000
0.277778,0.275000,0.230769,0.210526,0.250000,0.210526,0.210526,-1.000000,-1.000000,-1.000000,0.210526
0.315789,0.312500,0.322581,0.322581,0.322581,0.322581,0.322581,-1.000000,-1.000000,-1.000000,0.322581
0.315789,0.296296,0.296296,0.380952,0.296296,0.380952,0.380952,-1.000000,-1.000000,-1.000000,0.380952
0.233333,0.157895,0.166667,0.166667,0.166667,0.166667,0.166667,-1.000000,-1.000000,-1.000000,0.166667
0.381818,0.369565,0.379310,0.407407,0.407407,0.407407,0.407407,-1.000000,-1.000000,-1.000000,0.375000
0.052632,0.052632,0.052632,0.052632,0.052632,0.052632,0.052632,-1.000000,-1.000000,-1.000000,0.052632
0.206897,0.250000,0.166667,0.166667,0.166667,0.166667,0.166667,-1.000000,-1.000000,-1.000000,0.166667
0.270270,0.270270,0.285714,0.285714,0.285714,0.285714,0.285714,-1.000000,-1.000000,-1.000000,0.285714
0.355556,0.342105,0.344828,0.346154,0.370370,0.346154,0.346154,-1.000000,-1.000000,-1.000000,0.360000
0.333333,0.388889,0.378378,0.407407,0.407407,0.407407,0.407407,-1.000000,-1.000000,-1.000000,0.407407
0.342105,0.375000,0.366667,0.366667,0.366667,0.366667,0.366667,-1.000000,-1.000000,-1.000000,0.400000
0.357143,0.416667,0.433333,0.433333,0.433333,0.433333,0.433333,-1.000000,-1.000000,-1.000000,0.433333
0.214286,0.240000,0.238095,0.238095,0.238095,0.238095,0.238095,-1.000000,-1.000000,-1.000000,0.238095
0.222222,0.240000,0.285714,0.285714,0.285714,0.285714,0.285714,-1.000000,-1.000000,-1.000000,0.285714
0.369565,0.369565,0.333333,0.360000,0.360000,0.360000,0.360000,-1.000000,-1.000000,-1.000000,0.360000
0.289474,0.259259,0.304348,0.304348,0.304348,0.304348,0.304348,-1.000000,-1.000000,-1.000000,0.300000
0.200000,0.208333,0.227273,0.227273,0.227273,0.227273,0.227273,-1.000000,-1.000000,-1.000000,0.227273
0.166667,0.181818,0.181818,0.181818,0.181818,0.181818,0.181818,-1.000000,-1.000000,-1.000000,0.181818
0.281250,0.285714,0.285714,0.285714,0.285714,0.285714,0.285714,-1.000000,-1.000000,-1.000000,0.318182
0.333333,0.333333,0.370370,0.370370,0.370370,0.370370,0.370370,-1.000000,-1.000000,-1.000000,0.370370
0.192308,0.157895,0.157895,0.157895,0.157895,0.157895,0.157895,-1.000000,-1.000000,-1.000000,0.157895
0.367347,0.354839,0.354839,0.416667,0.416667,0.416667,0.416667,-1.000000,-1.000000,-1.000000,0.416667
0.185185,0.111111,0.111111,0.111111,0.111111,0.111111,0.111111,-1.000000,-1.000000,-1.000000,0.111111
0.250000,0.200000,0.200000,0.200000,0.200000,0.200000,0.200000,-1.000000,-1.000000,-1.000000,0.200000
0.222222,0.260870,0.272727,0.272727,0.272727,0.272727,0.272727,-1.000000,-1.000000,-1.000000,0.272727
0.272727,0.300000,0.290323,0.318182,0.304348,0.318182,0.318182,-1.000000,-1.000000,-1.000000,0.318182
0.377778,0.377778,0.382353,0.382353,0.382353,0.382353,0.382353,-1.000000,-1.000000,-1.000000,0.300000
0.315789,0.315789,0.360000,0.360000,0.360000,0.360000,0.360000,-1.000000,-1.000000,-1.000000,0.360000
0.367347,0.366667,0.370370,0.370370,0.370370,0.357143,0.357143,-1.000000,-1.000000,-1.000000,0.370370
0.333333,0.352941,0.333333,0.363636,0.342857,0.363636,0.363636,-1.000000,-1.000000,-1.000000,0.375000
0.388889,0.388889,0.392857,0.370370,0.370370,0.370370,0.370370,-1.000000,-1.000000,-1.000000,0.370370
0.142857,0.150000,0.157895,0.157895,0.157895,0.157895,0.157895,-1.000000,-1.000000,-1.000000,0.157895
0.315789,0.354839,0.354839,0.354839,0.354839,0.354839,0.354839,-1.000000,-1.000000,-1.000000,0.354839
0.222222,0.227273,0.227273,0.227273,0.227273,0.227273,0.227273,-1.000000,-1.000000,-1.000000,0.227273
0.346939,0.346939,0.285714,0.285714,0.285714,0.285714,0.285714,-1.000000,-1.000000,-1.000000,0.285714
0.294118,0.322581,0.333333,0.344828,0.344828,0.344828,0.344828,-1.000000,-1.000000,-1.000000,0.344828
0.258065,0.266667,0.260870,0.260870,0.260870,0.260870,0.260870,-1.000000,-1.000000,-1.000000,0.250000
0.222222,0.250000,0.263158,0.263158,0.263158,0.263158,0.263158,-1.000000,-1.000000,-1.000000,0.263158
0.222222,0.217391,0.227273,0.238095,0.227273,0.238095,0.238095,-1.000000,-1.000000,-1.000000,0.238095
0.230769,0.217391,0.238095,0.238095,0.238095,0.238095,0.238095,-1.000000,-1.000000,-1.000000,0.238095
0.214286,0.222222,0.166667,0.166667,0.166667,0.166667,0.166667,-1.000000,-1.000000,-1.000000,0.166667
0.185185,0.200000,0.200000,0.200000,0.200000,0.200000,0.200000,-1.000000,-1.000000,-1.000000,0.200000
0.377778,0.377778,0.414634,0.421053,0.421053,0.421053,0.421053,-1.000000,-1.000000,-1.000000,0.444444
0.206897,0.200000,0.208333,0.222222,0.222222,0.222222,0.222222,-1.000000,-1.000000,-1.000000,0.222222
0.130435,0.142857,0.111111,0.111111,0.111111,0.111111,0.111111,-1.000000,-1.000000,-1.000000,0.111111
0.160000,0.157895,0.166667,0.166667,0.166667,0.166667,0.166667,-1.000000,-1.000000,-1.000000,0.166667
0.333333,0.300000,0.304348,0.304348,0.304348,0.304348,0.304348,-1.000000,-1.000000,-1.000000,0.304348
0.206897,0.250000,0.250000,0.250000,0.250000,0.250000,0.250000,-1.000000,-1.000000,-1.000000,0.250000
0.241379,0.227273,0.260870,0.260870,0.260870,0.260870,0.260870,-1.000000,-1.000000,-1.000000,0.263158
0.396226,0.375000,0.388889,0.363636,0.363636,0.363636,0.363636,-1.000000,-1.000000,-1.000000,0.363636
0.315789,0.333333,0.400000,0.400000,0.400000,0.387097,0.387097,-1.000000,-1.000000,-1.000000,0.392857
0.341463,0.351351,0.375000,0.375000,0.375000,0.375000,0.375000,-1.000000,-1.000000,-1.000000,0.357143
0.258065,0.260870,0.272727,0.285714,0.272727,0.285714,0.285714,-1.000000,-1.000000,-1.000000,0.285714
0.136364,0.142857,0.142857,0.142857,0.142857,0.142857,0.142857,-1.000000,-1.000000,-1.000000,0.117647
0.270270,0.241379,0.250000,0.250000,0.250000,0.250000,0.250000,-1.000000,-1.000000,-1.000000,0.250000
0.258065,0.275862,0.250000,0.263158,0.263158,0.263158,0.263158,-1.000000,-1.000000,-1.000000,0.263158
0.222222,0.222222,0.142857,0.166667,0.166667,0.166667,0.166667,-1.000000,-1.000000,-1.000000,0.166667
0.136364,0.150000,0.150000,0.150000,0.150000,0.150000,0.150000,-1.000000,-1.000000,-1.000000,0.166667
0.233333,0.142857,0.157895,0.157895,0.157895,0.157895,0.157895,-1.000000,-1.000000,-1.000000,0.157895
0.300000,0.320000,0.320000,0.320000,0.320000,0.320000,0.320000,-1.000000,-1.000000,-1.000000,0.333333
0.233333,0.280000,0.280000,0.280000,0.280000,0.280000,0.280000,-1.000000,-1.000000,-1.000000,0.280000
0.333333,0.342105,0.291667,0.291667,0.291667,0.291667,0.291667,-1.000000,-1.000000,-1.000000,0.291667
0.173913,0.190476,0.190476,0.190476,0.190476,0.190476,0.190476,-1.000000,-1.000000,-1.000000,0.190476
0.285714,0.285714,0.260870,0.260870,0.260870,0.260870,0.260870,-1.000000,-1.000000,-1.000000,0.260870
0.222222,0.217391,0.227273,0.227273,0.227273,0.227273,0.227273,-1.000000,-1.000000,-1.000000,0.263158
0.259259,0.259259,0.259259,0.269231,0.269231,0.269231,0.269231,-1.000000,-1.000000,-1.000000,0.269231
0.130435,0.136364,0.117647,0.117647,0.117647,0.117647,0.117647,-1.000000,-1.000000,-1.000000,0.117647
0.372549,0.391304,0.448276,0.400000,0.448276,0.400000,0.400000,-1.000000,-1.000000,-1.000000,0.400000
0.340909,0.352941,0.304348,0.304348,0.304348,0.304348,0.304348,-1.000000,-1.000000,-1.000000,0.304348
0.396226,0.410256,0.405405,0.400000,0.405405,0.400000,0.400000,-1.000000,-1.000000,-1.000000,0.400000
0.241379,0.280000,0.318182,0.318182,0.318182,0.318182,0.318182,-1.000000,-1.000000,-1.000000,0.318182
0.297297,0.290323,0.260870,0.260870,0.260870,0.260870,0.260870,-1.000000,-1.000000,-1.000000,0.200000
0.095238,0.058824,0.058824,0.058824,0.058824,0.058824,0.058824,-1.000000,-1.000000,-1.000000,0.058824
0.375000,0.391304,0.300000,0.300000,0.300000,0.300000,0.300000,-1.000000,-1.000000,-1.000000,0.300000
0.314286,0.357143,0.357143,0.357143,0.357143,0.357143,0.357143,-1.000000,-1.000000,-1.000000,0.357143
0.392157,0.408163,0.418605,0.466667,0.432432,0.466667,0.432432,-1.000000,-1.000000,-1.000000,0.466667
0.272727,0.250000,0.238095,0.238095,0.238095,0.238095,0.238095,-1.000000,-1.000000,-1.000000,0.238095
0.392857,0.396226,0.403846,0.393939,0.382353,0.393939,0.393939,-1.000000,-1.000000,-1.000000,0.393939
0.355556,0.390244,0.407407,0.347826,0.347826,0.375000,0.347826,-1.000000,-1.000000,-1.000000,0.350000
0.266667,0.208333,0.227273,0.227273,0.227273,0.227273,0.227273,-1.000000,-1.000000,-1.000000,0.227273
0.206897,0.222222,0.227273,0.238095,0.227273,0.238095,0.238095,-1.000000,-1.000000,-1.000000,0.238095
0.222222,0.260870,0.285714,0.285714,0.285714,0.285714,0.285714,-1.000000,-1.000000,-1.000000,0.285714
0.241379,0.250000,0.304348,0.318182,0.318182,0.318182,0.318182,-1.000000,-1.000000,-1.000000,0.318182
0.290323,0.333333,0.320000,0.320000,0.320000,0.320000,0.320000,-1.000000,-1.000000,-1.000000,0.320000
0.095238,0.111111,0.111111,0.111111,0.111111,0.111111,0.111111,-1.000000,-1.000000,-1.000000,0.111111
0.250000,0.266667,0.296296,0.320000,0.307692,0.320000,0.320000,-1.000000,-1.000000,-1.000000,0.320000
0.240000,0.240000,0.260870,0.260870,0.260870,0.260870,0.260870,-1.000000,-1.000000,-1.000000,0.250000
0.241379,0.240000,0.285714,0.285714,0.285714,0.285714,0.285714,-1.000000,-1.000000,-1.000000,0.285714
0.369565,0.390244,0.375000,0.375000,0.375000,0.375000,0.375000,-1.000000,-1.000000,-1.000000,0.400000
0.431373,0.440000,0.463415,0.463415,0.463415,0.476190,0.476190,-1.000000,-1.000000,-1.000000,0.463415
